131420;uvsatlwlpcxzixawcugy;d6;3
131421;riouqefnflyrbuhfofzl;w1;3
131422;heqnlghbqifnajztcffj;p6;5
131423;dnnesxyyaxxnhedtyqir;c3;3
131424;khiijzbxnkfqgklljxfy;f7;5
131425;ulxtcyciyoccfybdpfyb;d3;4
131426;vtibxuipgwxyxzrmvhjm;k7;5
131427;kcxdsmmohmrubcyyqqdq;z4;5
131428;usoitkqtzvlvmtkzxzhf;g5;5
131429;sfntahjcfqrrjbcbsrwg;z0;4
131430;lvyaflfglaeqqrqvskkj;t2;5
131431;ckuzrnvxpwdaskpatrpy;c4;1
131432;ymgqyazwyebfhibaprnf;h8;4
131433;szhnpazicvlbflrpjfeb;x8;2
131434;iwblhjpiyaupsczfnawa;u1;5
131435;rmhpfsftyxjqhfuatvzv;n3;1
131436;ddrvxdunzohljdgxmwud;i0;5
131437;obldnhhocxrqolwhhrlk;d2;1
131438;wtotgyenybtyxibmtqas;d2;1
131439;jcfecrwtquwwauejrrto;h9;3
131440;fdzxdqbkzyqjrutzjtxp;h5;3
131441;tuugwtzzvlujitfrbdkx;e6;1
131442;hujikpxnldtzzqvuefxk;d6;2
131443;qlalvcuihcwxwuedrhvd;v7;4
131444;lhwvlvqnhwvkcebnbikm;a4;1
131445;ubwrxlpxrlezksbpgnhg;f6;4
131446;inbtunfxdzkqewpgedbd;y2;5
131447;nxqhksjtcfyxqymcbtjm;i7;4
131448;iccoowngqogdtciaadhc;n6;5
131449;sirezgdwgsmlyzhlrsgl;m3;4
131450;dalrzzqjpaygsuzqaxus;a2;2
131451;dqjunmfldilfqlcjdilp;e8;4
131452;xohlumrnmtizxllrvyow;a5;5
131453;ikuxhmhifgsvxddqpibz;b0;4
131454;cfkboiiusiswsidlullc;n2;2
131455;oczbtmiqocrbubbczlao;z1;3
131456;tlgzomzvgfvfmczqmrja;n5;5
131457;zsrmfpontmfkbdeveqdi;r1;2
131458;monqoicqmtwygugopqhk;k6;1
131459;thfaucaeaatumczyjfdi;x6;5
131460;nxegyvvodnunjnehpexk;e3;1
131461;agjmgirvivngeynykwva;b9;4
131462;wpxsirbrraycxnmitodj;x7;2
131463;xbxxufwbqudaldwtmwxm;x4;3
131464;amuolabucfjltjpfqwge;y8;1
131465;lfxbeduhzctubmzxyjex;a8;3
131466;fdozropmpllaiicdoxms;y0;4
131467;bajkyqclfvskckespfhl;w7;4
131468;hxnslvmpxaijfhbeuhgd;p1;4
131469;cksplbszydsxjvfcyrkz;n2;5
131470;xdrdwvqbejlsawuvadrx;p7;3
131471;tcoewkwcocgjrfrmvdud;g5;2
131472;qymfztkxgkhskhwqedxc;b5;2
131473;rnimfnanotqshqgjayar;k3;4
131474;fvsroauyiujosolusktl;q4;5
131475;syfnyublerjtmtnhkxek;f1;1
131476;ghxsslkufcsuvkydeqbk;w6;5
131477;kghggzioiompjfdpejcg;v5;3
131478;ajyqjurjbiwxiomlxlgc;j9;4
131479;llrmyjvwkiqmvgwyoqun;o1;3
131480;cpjkwltjqzqpcfepwosy;a9;1
131481;qpxxzrgipfbpnzlhkhsx;s3;4
131482;dtskbtaxfvmbghicslzy;j7;2
131483;vvuvpjpaamvjewigdeso;y9;4
131484;iokuxddehtdddwrmscti;l0;2
131485;stkoqpphbekbcbtheylr;o3;1
131486;tddyymntvoinyenvnhwn;k7;2
131487;mkizjpfpamynwdrfopkj;q0;3
131488;rvlnmbykkiovtmgidaao;x5;3
131489;sdwfjopcpwdjjfdymspl;g3;4
131490;nesmymteeqowzrcnqsvr;n6;3
131491;hrfggdgtovuawxyvmavt;b1;4
131492;fvlpzkyssrcpkhmwpoaf;q4;3
131493;gipxafwakvgqjjwjkoag;s4;3
131494;qutewycbjebysxjnzsjj;d7;4
131495;ckypiqoenvanklmfzook;y5;5
131496;lcfeaemdkxdrvlgqdblv;w6;1
131497;jopzjvvwtrztfdypggfq;a7;1
131498;beohctztmhkqmydvkoql;d1;5
131499;natktdxqxymftobacsow;b7;2
131500;xiwlwlvxlomtxbekxgmp;z2;1
131501;lifdqyfrrzqcqwxhpmhj;j5;3
131502;zhcqjawzuuosbenbbdis;l4;1
131503;ybrkgxbleikmruxkkuke;c7;1
131504;uskxigkmimfdkubrssmv;r5;2
131505;iboshocyipizmwdnarix;y8;5
131506;ifcbhnwdobaipxrgcsqz;e9;1
131507;vmxaymybraigfuzsacee;n7;5
131508;rqotcgddlkjjickuafqt;j8;5
131509;oehhlnmfmfxijnnmrgnq;j1;3
131510;udvqpdgukpxtiiludnkn;p3;4
131511;xpmsunzafchwzdblebco;l2;1
131512;serjvjcyjgxpcjpfqoyx;s1;3
131513;jsnfmujbvlzzrtldbfoh;v7;4
131514;wyushxulqqsblqyjmqfl;k5;5
131515;xmeijfhdancvvwyvfibb;q4;3
131516;ljkdukgztivsxspqixre;i6;5
131517;satmjjlpyiybjsohijie;z6;1
131518;itloubxsstzhphwjwrxw;g6;3
131519;myjzeutjrswrkrujtjng;u4;4
131520;xgchqdwsuephvahtvflm;f1;2
131521;zhhtrczujeqpdqgowtuz;g9;5
131522;uvvmneveygikfldackqw;n7;5
131523;puvctcwkoqsllwxhaqvl;b6;3
131524;wvxgexhrfedmaugbczcz;t5;4
131525;ghjdrufkxtfjyfejobos;z3;4
131526;ejtoocnohoqbktfrclfz;n7;4
131527;xdkudxbbntephryktmen;k3;2
131528;zvwchgxrfhgfhplsgoqm;i3;1
131529;kdpqlbtcslvktxfxyqlx;w5;3
131530;rzbnlonzckgsilklgmkw;g2;2
131531;xboqevasiydtsxkcbwxw;m2;2
131532;nuplkyaqymyesfynjwlx;m4;3
131533;vdbrksyeowmaejndsupw;t3;4
131534;vbvjfeyhbhyyjqmvqxub;m8;3
131535;ytvexhntndvfkgxjbbpj;j3;3
131536;lrbdlxmekmxqwfbsyygs;a8;2
131537;axlsgglrvgryhxgumpdw;s8;2
131538;idkcepuegyatprkgasah;v1;4
131539;ldiyoxufventsbwfpleg;w3;5
131540;lbrfrkqavsjisybreifl;o8;2
131541;hbdtainqmgjbulnhkoua;x6;4
131542;ldxpmfvqodejcvluvplw;b2;5
131543;jpnufrqlpmistwjztojr;v2;2
131544;qtaignyjsvfppmzugitc;k4;1
131545;zfihgjevhqpcnjljjhuf;l0;4
131546;uxqatwbsdsskqipgmawv;s4;3
131547;ivyfokrrpnwtvdruueoq;z9;2
131548;esmzwsqgvsyjallschre;r6;1
131549;ifhqksadiqnktmdcurdt;x3;3
131550;rgytygerwyloijwgrwqh;e9;5
131551;jvuspdokltbroajizath;h9;4
131552;jfiewwhroqvpepuwfmys;i5;2
131553;nzmhcpqlynzuoxnhanhv;b4;5
131554;cesfectygpytaqzcrtxp;l7;2
131555;bpgtuuhwttztvdoyrlbs;v9;5
131556;tzgbgdzergngfprztuap;k9;3
131557;tnarjhiyeagdkdtnfnoi;s5;2
131558;lmsnqdqhkqtlfhlxkcge;l1;3
131559;glxyezzpnixdgzpztump;o4;5
131560;xrjkuovxvummrcskvzmj;c6;2
131561;hsmzoardcgjlfxgtraqs;t3;4
131562;decepuhdeqeahptftjpe;n7;5
131563;qgzglfermkxofdulopvk;i4;5
131564;xptvwfajjpxxitsswuvx;f4;2
131565;qtiufuookjimidfiyjry;f8;3
131566;ofjjnkddavtuqqjwhixk;n9;2
131567;iiguntyhjybbolikogoj;m1;1
131568;zhbrzspuqfnrukmfncjx;c1;4
131569;zaejueekpzfqgmcyxumw;l2;2
131570;eipzktxfufhcfgyspmzw;a8;5
131571;ibpggnrjsrzksnijnvvf;y7;4
131572;llftxdqslllukbhwnphv;i8;3
131573;pguecjracnnsqmplgihu;v4;5
131574;qxonjggryoeosrvyqqky;j6;3
131575;yuxtnljmssvethkouolg;z4;3
131576;nppqgkfthhdlqmwuvyyd;p4;4
131577;ozqqyrfkvrkrotolptgb;j7;4
131578;pmtjoknapotrbtyueroz;a7;3
131579;syltwuoghjqkgmyettsg;i7;3
131580;shrspblehkfwbvqiudng;v7;3
131581;vytwskolnvliypblvcod;b4;2
131582;allonjknaeuagazlovjd;x0;2
131583;vawprscmehwzyzlnlzpl;y0;2
131584;ngqxicpywlfivjfvjaib;t2;4
131585;gmykbixzqxkobhkcxmtg;c5;2
131586;goynbijsyrojkufeipcd;k2;2
131587;qjkzpwvwuvhymfstficn;h4;4
131588;raapzaknnxamvrrpwtmh;v5;3
131589;orinscuamegfxtzenyms;n6;4
131590;ejwnbmfdcghchmaiuadq;u4;1
131591;lbgwjbygbovpcjqlawcw;t1;5
131592;ccmwlcoagtcknikjahfs;s9;2
131593;gkpmodynerviqanejows;i4;1
131594;kxjuaarkfgqvprnxhbdl;w6;5
131595;lrvzhevszbwlmhtubklp;i9;4
131596;qehexhulfphflgxzcdzp;g8;5
131597;rlrwoioaflhagpozdtsf;t4;1
131598;gcrbzmvhdptdnjfnadbd;d2;2
131599;tdjpxwhigldglpjwewqf;t4;1
131600;akvhhymsnrexbtibzmxf;u8;2
131601;dhoszyqkzjulcedzxmnj;l7;2
131602;zfuupldgwqnoopturlfw;n4;5
131603;aghxekqdnpczoubbbgsn;v5;3
131604;ywecrydyxabdaxsffbgj;w1;5
131605;sklfmmfnfwlradmcibuh;r3;2
131606;hriacquvhxsqpfmxhbct;m7;3
131607;vdgqbbeofmxjbufsgrbt;q0;4
131608;oqekvgexfukcvfzrpefg;g0;3
131609;dxnwlsjgdyzksduqmbbq;g9;4
131610;zgcfhtqghmycfkisslnl;w7;1
131611;tlilaxocxcnzkfrqvdyu;o8;1
131612;izyttcqnnqjryueafhmk;m2;5
131613;hgkanizonhtmuqccspyi;b1;4
131614;vqitydbwbuoasqcfuuor;n2;4
131615;bgjczepoqnvramgaslqq;e8;3
131616;gphkltpvhtfumjhjlvfo;w8;2
131617;kanlbfjsjpxahuxsedfb;m6;2
131618;bzjdrjoppwzdgtbpktgp;o6;4
131619;nlllwuxptoqqfxbldlnh;g7;5
131620;hlgbgdbggklqsfoqmvte;g9;1
131621;beyygdsctbaucoqaojei;t2;2
131622;jtwrwmxppuxiieeogioo;f6;1
131623;zpipqopzvsmputihkmjt;c1;4
131624;idbcavabpxzngitllorb;a6;5
131625;atgwormlxdjdlkjcmugi;i3;4
131626;cferfvswfvcczzsaorxm;p0;4
131627;htbraljrngxaiprboueq;u1;3
131628;ecxinvlnixforxgnnofa;b0;2
131629;tnpbmodgejhcthzqvvgk;y1;5
131630;bnedqpppfdtqtakbzskn;m4;1
131631;cftpcstyblbdugfkrheg;d0;5
131632;bmfdjwlioppvlzgaleef;c2;4
131633;jertsdiqyutrzpbqwhak;y5;4
131634;lessizsjtamnrxfestka;l0;2
131635;zwdachbqylmdpxbaiwqm;b7;5
131636;fvgbbipnqoohgebijcgj;u4;3
131637;xuzlzpncajtnuyfzshvl;m5;4
131638;eianxpthdbkyftoedjfa;e3;3
131639;qgbmghnygfjlwusbkvvp;y3;1
131640;qkxetwuomwjkejbngrdn;e8;3
131641;bgqpzatohizwtmhxewxc;e0;3
131642;lxugzozypodupviwuesm;f7;1
131643;ivkmzvmmdiqbnsaiqzgo;g7;4
131644;lbwgaamkqdzddjspfusp;g9;3
131645;znzfquykcymlhkidhpqs;u8;3
131646;cprzuodkcssxenyodfvt;k3;5
131647;zuaievwscwjyakvhyhpl;l1;1
131648;pxfhonhuqvmruqtpjapv;w9;4
131649;tlbaofrvmurykdaylnrc;v7;4
131650;wyhulhkwwcbcrkngymhg;k8;5
131651;isqxnemrkcncumffujth;p0;4
131652;xysgzdmxwenpppaubspi;c5;3
131653;bpegrfqltmobvoawebvn;w0;5
131654;ygbwzcdensmexfyihung;q6;3
131655;uxnmjrnewtadjooqnhrx;x7;3
131656;ovnpmqfcgfxaudytrqoq;d7;5
131657;fathvobmmxksgbrnxvkm;n9;2
131658;ltkzxxtdjeealorumeqs;b9;4
131659;mctfwjuhkuyozwxwjyih;w0;4
131660;csgrtpzpdmlfrpjxmngb;c5;4
131661;nmguvcatbrhngewpzrto;k6;4
131662;prkrhanyqarearznygxk;g0;3
131663;jrtwvpsjoxrrfepzfwxz;t7;4
131664;tyjnrfbhnjwhgmrxprpb;n5;2
131665;polucwwuqgbywoftgefb;d9;5
131666;hilvldixugpcshqbjqrp;v6;5
131667;pixlgaiqwpqrhxtucarr;c3;3
131668;hxgytevhxvapgvjgpadh;d0;3
131669;eywgwnaghaxyriuyyvlr;a4;4
131670;ppgbvxlzsgwlovgsokrk;n0;2
131671;jhbqgkkirsrvhzgyvtoe;y3;4
131672;bxblnaczoibpenmbhlox;e9;1
131673;cyyxcisopsjqpjzdkkzz;v7;4
131674;mdptcnbsysdmydkfpjux;l2;4
131675;zqmcnwfzcmmrthsnwhci;y9;1
131676;fugsvbdhsiwpswlpafxx;j5;3
131677;rqfjeitffiacnzvlmgyu;x1;2
131678;oswvkusfqihovjgfirrb;r4;3
131679;nwcsftuogixwsroqsdyl;j0;3
131680;ysvuhnrvfevrulccwjxy;r3;2
131681;yikzgpskmpbxyhfmtfyw;j3;1
131682;hypiejkkxanssqiiccuk;i8;1
131683;oykxwddbeklzzbtxklta;v1;3
131684;jaaetuqgwygrlwkmlgjc;f3;4
131685;qjybqwxlnqkamqtqrimh;a8;5
131686;tjfuazdwwggdmwfnuyur;e7;2
131687;jdkrxeohuefvwerbclyj;y8;2
131688;vbljuxueqgxzxxxlpkwj;h6;4
131689;ushthfhgiuxwdxivlvgy;t2;2
131690;lkaeevdomrsukfqwhahg;z9;5
131691;atexvvmukvsgaowwnsfb;y7;3
131692;quastrcfdwikrgmsszyc;q0;5
131693;mgrmcbzoklvwukqmtynw;g0;3
131694;hwhkziuawolrsegolubp;k4;4
131695;lwvucphfecxmqoqhtapt;i9;1
131696;xczxphlgifnrxnnhwktf;q9;1
131697;rrzqmdhzllvilmkldhnh;m5;4
131698;dkdranpebnvaywpbdlmm;c5;1
131699;xftkryvshsjmedismzek;n8;2
131700;cjiwpbmmtnqtuucxbqwa;x0;3
131701;mnfeznlkwopwlzxmdqhy;s9;5
131702;uocaadhduyiliqyegidq;d8;5
131703;bsbdoyysmwdoonoixwxj;y6;2
131704;hiqbuvrrdqaqwwuxumiv;b6;4
131705;gfvqbxjvpkcyicfmfzws;o9;2
131706;ukgvybdyhbdgkgsvcwlo;n2;2
131707;fqwqywllmnrpifjhnkkl;w1;1
131708;xlglmuuhoiachnywspea;u9;3
131709;knhdinwmownizejltobn;o7;1
131710;opbijiqolcxlvustjmml;i8;5
131711;cyygheqswrxirshmrohn;r6;1
131712;nhpwqlfnbakvauwawyxh;i6;2
131713;hdrhkubdfcqzjygavisp;z7;1
131714;aqrkcpyknkwezkosfwvs;j4;4
131715;wqpprctoevuzzfybsomx;o4;2
131716;fbiqjaiphyikfebmrflq;j9;2
131717;jyxkuexqeeeyfynpahit;v7;1
131718;uhetmufvdmyempydfqko;d1;4
131719;sllrljnboxxpqahlhjig;k8;2
131720;dhffowszcfhdlrtimsow;j8;3
131721;tjeutbiuhrgbwyfdmsjz;g0;2
131722;nnmgyrlfhsomgpyvycfn;m4;1
131723;kfenfrjxvdlhwdvrisjm;n8;4
131724;knbnwkesmusexomlugij;y7;1
131725;hvvmnubyouspulidtdzc;f0;3
131726;frikoprcbwiekrjznsjh;l8;5
131727;ncvcbcyggezwoqwfouox;z7;3
131728;gbocscmwsvapxbuitrrn;b6;5
131729;vtpqernzhabjvhszugvc;y9;3
131730;nuivdorgnbvpmcpohinw;d0;2
131731;cymlfyxrkruehdlmfpat;h0;4
131732;uiuqjjtdcqnwklxdqfan;o7;2
131733;aodjnwmgkltzojwyfusg;m0;3
131734;vdanbdhcdbrtaeoggowd;c3;3
131735;nowrbtcxkxgamsvxlgje;o9;3
131736;dzievtxhbhgyqulvltvm;h7;2
131737;prplmwyepfwfeyybnsvh;x4;2
131738;cffgeynrpshvxifgidbv;n7;4
131739;kbtdzpdypowszdgjuoff;s3;3
131740;zfkjnhstgvaufcfvygbz;c8;2
131741;gsetrdksmuwcgxqybzik;n6;1
131742;rtstlmmsedysifpxodfi;j4;3
131743;lnhvwfzolemjwyiffxpu;x3;5
131744;axhoaceynngjgicvwgjx;e8;5
131745;qomqlenaivqglnlidurk;c1;5
131746;banbxxaiauqiagifoaab;f8;3
131747;fyguapdejgtyqwhonshk;p4;3
131748;gfcyuhdherwcppdzljan;a9;4
131749;yybqvhvonmstplibfcxj;m1;5
131750;qmbjgqdlpjovsaqauqve;g5;4
131751;ykifbgxvwomjtuvlsbhi;q0;5
131752;rwiduzkdfvmqbexhamon;g8;3
131753;fohisuhrcrzgyrihtxdy;i0;1
131754;dduxogowdlgntydisxgt;x3;3
131755;jfyjaeiuwozrhgmzascp;d1;2
131756;mrpwdyrcarhywrepexvv;o8;1
131757;fbgbhknwjpazkazsnlvb;p7;3
131758;cemuwbladepastoyoout;k9;3
131759;gizihlghjcbfmhovbjby;e8;5
131760;cbcuvzmzztcyaqaemreu;k2;1
131761;chsibehrecrmemyfqpyw;q6;5
131762;hziwlszbawdeshugavcz;h5;1
131763;pwjuxjpgcnnjvqbpsejn;k5;4
131764;eyautugsmhkazplxfoqv;f3;4
131765;uqjfmoroofiiumyciveb;x2;4
131766;rezohnqqwdjapycckewt;k9;4
131767;hqmieklscrjyaofrkybl;v8;4
131768;evtclizdvrekpuessmhi;p9;2
131769;kgzobswqzhgdutvzfqha;j6;5
131770;xpshqxatomqucgecmkoj;g7;5
131771;umxeehzaymyvpmdltdbq;y6;4
131772;dniegusakndnjaelxyyz;k9;5
131773;ujfnjqgybsvptmjlpiwr;h1;2
131774;dmdmqexenflplfdhhgtv;m7;3
131775;vanpztohiocsfrbdixde;o7;5
131776;jbyrorkahxxwddyuxipu;b2;3
131777;qntucmenvllekgvszdju;g2;2
131778;daqsffkduqvggyogvjhf;m9;2
131779;uwfkxqjddapekpojwkla;e8;3
131780;eabihfevdpmjdgozrray;p0;4
131781;tsjcalrmpxabrzvwthxy;f0;5
131782;cylkevgoflrtwzbkgmdf;h8;5
131783;prbkbczesuodcrtzdksd;o9;2
131784;kkrcomekydhdzujaoyal;y0;2
131785;thzslhnycefwasfxpoml;g9;4
131786;vqjkxbngyyxxhpnebbld;q2;2
131787;ejsvgvrrhveadsfvvmev;p6;1
131788;ndajeauwmrgbboubgiuj;x9;2
131789;dtweabuaspgpvtaycpam;s2;5
131790;rvwbaxwqyienurjxqbkj;z5;5
131791;sghpcchizjftadknxjij;d2;5
131792;ltdgpcdaunvzuizvbyxc;x1;3
131793;kghzxkatwztrtdwhnnhw;z5;4
131794;agxgmpotztylmiavxcsz;v8;3
131795;gwesekbcovwdysjlcygr;n5;2
131796;tamrsdcjqrtzhtkormdc;m8;1
131797;ptdnjqecfbugjytgpddl;v8;3
131798;pmezvnqajczkbnocegzv;v7;1
131799;xlqbgvmvxcsngghlgine;j9;2
131800;cwvvzwgnyzfpyvbhihcp;w5;2
131801;nveewlqpgrvtsvajkart;l3;1
131802;pswaoqndwdlkmosxpjli;j8;1
131803;qpwwipzbxqmpiolotqzh;y6;2
131804;qvknsjznljhjpnjwuosu;s7;4
131805;clcixuvdlzgwuddnnuir;r8;4
131806;aiugpqyfoswdnpueloyq;m8;5
131807;cdzaqrsjscokrkrrwwza;s6;1
131808;feskxukefijhmiqgjjfy;y7;1
131809;fxrokakraotkrowbpgwg;c3;1
131810;jgnqebsvshuxajkwqtcb;h6;1
131811;nxgakcrtenfwetemawjb;e0;4
131812;kascxmqqjjlwppbtixbv;i4;2
131813;zbshwegkusubwhwsrgtk;o7;5
131814;gfbjeyfzhnbloghtkwgz;x1;4
131815;wlvesgeqibgkzgpzxwkf;y5;2
131816;royuonmmnpohicckweqv;h9;2
131817;rkykdnqleluhpzrpiesn;e4;1
131818;loqxpgdqjiveobyzsajv;b8;3
131819;xiaulgegdoiplhdelnzw;p9;5
131820;kmqaytfevpxsxdurshbx;c6;5
131821;jxvuocnvrottezzszaiz;q2;5
131822;cbzcojtesszpluemodot;z4;1
131823;bwjjfztzgoieurfchrgf;i7;1
131824;gfqhionwqvnsdnwkiaex;x8;2
131825;gvfqjwfpylaiaqzhdwtb;r0;4
131826;ynaznsghduwpbxhcpysg;q3;1
131827;vrcgrvpwegsoyokgnivy;i3;3
131828;oumhzfivodeefkutpkwy;a6;5
131829;cacqtjkubrkpdicffuwv;x9;1
131830;njjyojzyebuhoebfmbtl;s0;4
131831;kvpepfftufowmxetdcvt;b8;1
131832;vbqhrlcltmhjysmlafgk;i1;2
131833;csrzoihkzuzejvpxzugj;t6;4
131834;wxgqttatguhghopgyxgn;i4;1
131835;cpbfhtoitcoullsuntrl;t9;1
131836;dhqvqezadwvxcfscaqpb;b6;1
131837;wfxibowamyvkbxwqzguo;q9;1
131838;bihtexujhlmytgbpxmpm;r4;4
131839;oddtthtupyizixyvyaud;j4;2
131840;ykiszrkbwijxghrrpkob;m3;2
131841;exvtdlkboafyqsfjalsi;x8;2
131842;jwuekezbhpxcarotkbrx;y5;2
131843;jposxkmxkwvztlkgdsoc;a6;5
131844;npqkzyetmzdlmxwrllfm;h0;5
131845;udfhdxvosuawpomeolxd;m7;1
131846;tfovdbldsnffhxtcqswt;q6;2
131847;huptxaoyarfpvgumljxo;i6;5
131848;evtxhzzxgjwghjxmwcmi;o8;5
131849;dmlikvasyjeiyonnvwqe;u4;4
131850;ppnbjeemfgujlfvncyoj;x7;1
131851;gadzqqzrvjcttywsflqf;h1;5
131852;xfvubuegcqycwcwbfqhf;f2;1
131853;dkdaarlaqvprdnjzilvo;x0;5
131854;umadrbshrdyyymyvxqbi;t9;1
131855;atdwrytdgrpatzbrjdch;e9;1
131856;ywpnxpmndwfpheomhfiz;r5;4
131857;pakjvswkdtqlkjqrtgak;d7;5
131858;wkiapiofkvzdzqdhrnly;a0;4
131859;qypgcnsvqhespanotvsn;l0;3
131860;qvmsvfqevwerqxrcojkg;j2;5
131861;bwwzowkgggkdbnztnlvr;p2;1
131862;ghapklxgljrkoldyzoaz;b5;2
131863;dgzwaapbnclutsmdpfyv;z0;1
131864;nigohhsxobwjsupslljs;c9;5
131865;jsyycsbaeknwzgynjllh;m0;2
131866;gxmfhovhgkanmqrblgzz;e6;4
131867;oiknvzuttznreliebmxo;z8;1
131868;jxdvzrqcmlsjmuuyfkia;t6;5
131869;xvtcvgrzqorgysfbkwgf;f4;2
131870;iwcalbwnpvpmazfygldo;s3;2
131871;lsicbyvaxyunbzozpbmx;p7;2
131872;rympeecudhxrprgkdivv;f0;5
131873;hmrtnutaaelevqwlswkw;b2;1
131874;adnreqnclpcopxzrffcd;b4;1
131875;nrccwppqgtcidbiwxthb;n3;3
131876;ldncgzrfhpymagifmejh;v6;1
131877;uaqhzmtxxaxbrywkwfco;j5;4
131878;zxqfqjpikwpkvnwmvfhl;f1;1
131879;rrmuhvvipxlakwyvyjkl;t5;4
131880;hvlmuglzsfomxiijufyf;x4;3
131881;uuywxopmfhjbgmxgnqzf;p5;1
131882;oafwujordvwdgwigwzhp;b1;2
131883;gfomneetrnqktjgxggpl;k3;1
131884;stlmjzxcgsowvqhvjmuo;j0;4
131885;ysuiajwcwamgrbwvikat;v5;2
131886;lgohtnlxgescxbkbpzoy;c7;3
131887;zaejbpsygbeyycqkiipk;d4;2
131888;fqpxbahpudeoczftztew;s7;4
131889;tdnoxqlvqhbbqqbjbsvx;f6;4
131890;qtghrohyeeidirrlyzls;v5;4
131891;qgspowukokywxshvcwlk;k5;2
131892;qlhieedlyjtbkewnmzox;n6;3
131893;clouizrlqynfdsvinvxz;k2;3
131894;erozwaececegkmhdohbw;e9;5
131895;oeepkkrudgdnidunncku;j8;4
131896;vvyjrgivvyzfrbwwnorx;w2;1
131897;wdxgngzdvowbtyugkylk;i3;5
131898;celpgiahwyoidwvdnidy;x3;5
131899;beahadvfsdgwbmhzozzv;v4;4
131900;hwjxibuericbkabkczin;v3;1
131901;sjcbbbfozlscpwozewzm;s7;5
131902;qrduobycdimltspgwavq;l5;3
131903;hucmmbwcekeizjnuvzqu;r8;2
131904;abporsbayespegvepdwn;s1;5
131905;jzetgojfjtyogelbtazg;p0;5
131906;lrtjrxtdehendiufiupd;s0;1
131907;ggpwfkytfrgrjuuakfcn;b0;2
131908;jmcwydhadfdldjvhvyjr;s1;2
131909;uwbmmhhxiobmkqzurjys;e3;3
131910;dheylrkqvxttzjvndoqn;b7;4
131911;crzeuyeeykwwsbmijlbk;f9;3
131912;lusqsofmdbybwkxtohxw;f2;3
131913;hqvdopsbrjazcdnwikzf;b3;2
131914;afkpgdcqmmomyjwxwqoj;c1;4
131915;pkaysuedgpsbypikgale;o4;5
131916;uyihntbkkpbnvqhxpqkw;q1;1
131917;nzwveorkacvrwovtvjra;u0;4
131918;gsjuxcztawohnadzhcqy;o3;5
131919;dobztjltkgxhgktogegb;b1;3
131920;cmskvznqzgrykmyvghvn;b8;3
131921;xtqwrgpkdnnsdcymmhtj;d1;3
131922;mfvsjtvuvakdznkhsrdq;c9;1
131923;nqhotxldufnvsjokjhio;c9;1
131924;lfcywqqoirrqledpndhz;i1;5
131925;memzumjrzetsgjwvtykc;j6;1
131926;xgqfzdtgipzoxdxtxiyr;e3;4
131927;troazvshoghhtrfscfyj;z5;2
131928;qrvyfmquupqrvdcxtzik;s8;3
131929;tltrcdhhxdiqtxvkwesg;g2;5
131930;otgqzqzrseajryzezfts;s5;3
131931;hygetnrduusgbeocicxg;o9;4
131932;pdbfwjyhonsihatyuyqc;r3;2
131933;nzaswnfsquxzxlwdgrkn;m5;3
131934;uawmkprjubdjnraifuzy;i0;4
131935;zvzkpewsdfmqruxlqevz;i1;4
131936;fdysdxbulxlyrjfhwldq;a4;2
131937;tjvzjfrpxnrjzkwxzurk;q1;3
131938;dihstopsaenijpoorkij;b7;4
131939;igmfyufdqjvmnrmcobxb;d7;2
131940;nqjrbaudvxdrzczwtyfl;m9;2
131941;uwxhelwsksvkpwyajrui;i3;2
131942;wuaqkuoraqvhfshjxage;h4;1
131943;krmtwbutvamncihytshn;a8;4
131944;yawojboaejyusyrhhpft;d2;1
131945;vwfeqnkpyzyjakobjigv;p7;1
131946;nopfgueysiagzsanengt;m3;5
131947;zuokkfuejjqttasovxsa;n6;5
131948;rvhvyhsseztpadybuayz;p0;4
131949;wniayiraqskyezzjmtqd;w1;5
131950;mdsjjygqifiwbrfdqqkg;p4;3
131951;tdanrvnvokmclpdvlqve;o1;3
131952;gftwlxdthhfftkzlyisz;w7;2
131953;npkyyvuqqrhqvddeqcgh;q6;2
131954;dcprnzmxojcorauirzlp;i6;1
131955;hxasxyrzsfapdevmjorq;d5;1
131956;lsznduxtbjwuiblgvibd;x2;2
131957;gumrrfjtnvmholcvbcty;p4;1
131958;mgzsctavoflinvmtrpah;a6;3
131959;sjprazrcrnviwilpfxaq;u6;5
131960;voicwrmsdepctaehdqaq;l2;3
131961;nofzqynidfouilmcskim;v2;2
131962;dawpdbokhifrdfvqgbrc;c9;2
131963;hbzihedfgyodruitlohr;b9;5
131964;ghcjlffobgbkkunjiulq;e9;3
131965;iibtsrmviwuwtggiiddm;k2;4
131966;edosakggiwmpihjuhybn;u5;4
131967;njajmlmywkupgjtepugi;n1;3
131968;rewrptbckguqrhsvdepz;p7;4
131969;cetkawzgjqmrbeckxizp;k4;4
131970;herwutxkwielpysuptgq;d6;3
131971;qhkrzqyyulcoyprijncb;v0;1
131972;mnkggjzbxyxngxfokofi;x2;1
131973;gfelhhqncuypdlzlxvvb;f0;5
131974;tvtpwlihsrldypyaopor;m7;1
131975;uuhrsjikytqeiqukqwtx;k1;4
131976;tdxmgaoapgwzcwwqgzkg;l0;5
131977;qrludxxsnmrrntfygqyg;v5;3
131978;tjrzsqvboqphzsirolqr;b1;1
131979;rnybhjeqdiqnxqdechly;f9;2
131980;kodehrjvnwwqrtcvuqhj;q8;4
